NO.,Award, ผลงานจัดทำขึ้นในช่วงใด ,ชื่อผลงาน,เจ้าของผลงาน,ผู้ออกแบบผลงาน,Social media channels,ส่งเสริมสุขภาวะทางใด,วัตถุประสงค์หรือกรอบความร่วมมือ,กระบวนการออกแบบ/แนวทางการสร้างสรรค์ผลงาน,ผลกระทบต่อเศรษฐกิจ สังคม และความยั่งยืน,ผลงาน,รูปภาพ,หมายเหตุ
119,Creative Education Award,6/1/2024,"ชุดการ์ดสำหรับออกแบบการ์ดเพื่อการเรียนรู้	
Learning Card Tool",Awakern Company,ณัฐชยา นรารัตน์ และ อรณิชา ไพรศรีรัตน์,https://www.facebook.com/kidandkru,สุขภาวะทางปัญญา (Intellectual Well-Being),"1 เพื่อเป็นไกด์ไลน์และกรอบในการออกแบบชุดการ์ดเพื่อการเรียนรู้ในรูปแบบของตนเอง จากการแปลงความรู้ประสบการณ์ มาเป็นเครื่องมือการสอน, จัดกิจกรรมในรูปแบบชุดการ์ด
2 เพื่อสร้างจุดขายที่แตกต่าง (Unique Selling Point) ให้กับผู้ใช้งาน แบรนด์ บริษัท ที่ต้องการมีเครื่องมือ ที่ไม่เหมือนใคร ในด้านกลไก และ เนื้อหาที่บรรจุลงในชุดการ์ด 
3 เพื่อฝึกทักษะการคิดและการออกแบบ ให้กับผู้ที่ไม่ได้เชี่ยวชาญด้านการออกแบบ Learning Card Tool ให้สามารถเข้าใจวิธีการ กลไก และมีทักษะการออกแบบชุดการ์ดประเภทนี้ที่สามารถนำไปใช้สร้างสรรค์ผลงานได้ไม่รู้จบ","1 ทำการสำรวจและวิเคราะห์ Painpoint ของผู้ที่สนใจอยากสร้างชุดการ์ดเพื่อการเรียนรู้แต่ขาดทักษะ และความรู้เฉพาะทาง
2 ออกแบบเนื้อหาและชุดการ์ด ตลอดจนสื่อการเรียนรู้อื่นๆ ให้เหมาะสม
3 นำไปทดสอบเบื้องต้น
4 นำผลมาปรับปรุงและเริ่มออกแบบส่วนของหน้าตา ดีไซน์ ของชุดการ์ด 
5 นำไปทดสอบอีกครั้งกับกลุ่มเป้าหมายที่มีความหลากหลาย เช่น นักศึกษา นักวิชาการ ครู อาจารย์ ผู้อำนวยการ บุคคลทั่วไป เพื่อตรวจสอบความเข้าใจ กลไก ปรับจนเป็นเวอร์ชั่นปัจจุบัน ","1. ด้านเศรษฐกิจ 
     ผู้ใช้ชุดการ์ดนี้ สามารถนำไปต่อยอดสร้างรายได้จากการผลิตการ์ด ภายใต้แบรนด์ตนเอง ตัวอย่างลูกค้าที่นำไปสร้างรายได้จากการใช้การ์ดชุดนี้ออกแบบ ผลงานของตนเองเช่น โค้ชที่ต้องการสร้างจุดเด่นของตนเอง ผ่านเครื่องมือในรูปแบบการ์ด , อาจารย์มหาวิทยาลัยที่ทำงานด้านวิทยากรให้กับองค์กรภายนอก และ Trainer จาก Thai Flight Traing ที่ได้ออกแบบผลงานของตนเอง ผ่านการใช้เครื่องมือนี้ และนำไปต่อยอดสู่การจัดคอร์สอบรมด้าน Inflight Service 

2. ด้านสังคมและความยั่งยืน
       เมื่อผู้เรียนได้เรียนรู้ผ่านการ์ดชุดนี้ ตลอดจน template, slide, online หรือ onsite course ร่วมกัน (ขึ้นอยู่กับพื้นฐานของแต่ละท่าน) ผู้เรียนจะมีความรู้ในการเปลี่ยน ข้อมูล ความรู้ ประสบการณ์ในด้านที่สนใจ มาเป็นชุดการ์ดในฉบับของตนเอง ซึ่งผู้เรียนจะเข้าใจกลไก, สิ่งที่ต้องคิด คำนึง ทำให้ไม่ว่าในอนาคตอยากออกแบบชุดการ์ดใหม่ๆ กี่ร้อย กี่พันชุดก็สามารถทำได้ไม่รู้จบ เสมือนกับการเรียนรู้การหาปลา จากชุดการ์ดชุดนี้ เรียนรู้ครั้งเดียวใช้ได้ทั้งชีวิต

       ด้านสังคม ในประเทศไทย จะมีผลงานจากนักออกแบบมือใหม่ เพิ่มขึ้น และมีชุดการ์ดที่หลากหลายศาสตร์ในตลาด ให้คนที่สนใจสามารถซื้อไปใช้งานได้ เนื่องจากลูกค้าของ Learning Card Tool มีทั้ง นักศึกษา, อาจารย์มหาวิทยาลัย, โค้ช, HR  ซึ่งมาจากหลากหลายอุตสาหกรรม 

      ทำให้ในสังคมนั้น มีสื่อการเรียนรู้, ระดมความคิด, การเทรนนิ่ง ที่มากยิ่งขึ้นสนับสนุน ผลงานของคนในประเทศ และยังต่อยอดสู่ในระดับนานาชาติได้อีกด้วย",https://drive.google.com/open?id=1VFZQVztm9U4je_UEnbdwcsapHPAONzJv,https://drive.google.com/file/d/1ZolHSN8vPfgsw9YR0QoD9nWglbzc57dK/view?usp=drive_link,
120,Creative Education Award,11/3/2025,"Draft Me ร่างตัวตน ก่อนร่างอนาคต	

Draft Me: A hybrid learning experience combining physical interaction and digital reflection",Interaction design (IxD) department- Moholy-Nagy University of Art and Design,น.ส.วริศรา วรรณวงศ์ไพศาล,,"1. สุขภาวะทางจิตใจ (Mental Well-Being)
2. สุขภาวะทางสังคม (Social Well-Being)
3. สุขภาวะทางปัญญา (Intellectual Well-Being)",Draft Me มีวัตถุประสงค์เพื่อช่วยให้นักเรียนไทยค้นพบตัวตนและตัดสินใจเลือกเรียนต่อมหาวิทยาลัยได้อย่างมีความหมาย โดยเฉพาะในบริบทของระบบ TCAS ที่บังคับให้นักเรียนตัดสินใจอย่างรวดเร็วภายใต้ความกดดันจากครอบครัวและสังคม โปรเจคนี้ออกแบบเป็น hybrid learning experience ที่ผสานกิจกรรม card-based ในห้องเรียนเข้ากับ mobile application เพื่อให้นักเรียนได้สำรวจคุณค่าและตัวตนของตนเองผ่านการเล่นและการสะท้อนคิด โดยมีเป้าหมายสูงสุดคือเปลี่ยนความกดดันในการเลือกสาขาวิชาให้กลายเป็นกระบวนการค้นพบตัวเองที่นำไปสู่ความมั่นใจในการตัดสินใจ,"แนวความคิดในการออกแบบ Draft Me เริ่มต้นจากการวิเคราะห์ปัญหาเชิงลึกของนักเรียนไทยที่ต้องเผชิญกับการตัดสินใจเลือกสาขาวิชาภายใต้ระบบ TCAS ซึ่งพบว่าการตัดสินใจส่วนใหญ่ถูกขับเคลื่อนด้วยความกดดันจากภายนอก ไม่ว่าจะเป็นความคาดหวังของครอบครัว ค่านิยมทางสังคม และความกลัวที่จะพลาดโอกาส มากกว่าการเข้าใจตัวเองอย่างแท้จริง จากนั้นจึงนำกรอบแนวคิด COM-B Model มาใช้เป็นเลนส์ในการวิเคราะห์พฤติกรรม โดยแบ่งออกเป็น 3 มิติ ได้แก่ Capability ซึ่งพบว่านักเรียนขาดทักษะการสำรวจตัวเอง, Opportunity ซึ่งพบว่าสภาพแวดล้อมทั้งระบบการสอบและครอบครัวผลักดันให้เลือกเส้นทางที่ปลอดภัยแทนที่จะมีความหมาย และ Motivation ซึ่งพบว่านักเรียนถูกครอบงำด้วยแรงจูงใจภายนอกจนแรงจูงใจภายในอย่างความสนใจและคุณค่าส่วนตัวถูกเบียดออกไป เมื่อได้ข้อค้นพบเหล่านี้ จึงกำหนดทิศทางการออกแบบที่เน้นการสร้างเครื่องมือที่ทำหน้าที่เหมือนกระจกสะท้อนตัวตน ไม่ใช่ตัวตัดสินหรือระบบแนะนำอาชีพแบบอัตโนมัติ โดยนำ metaphor ของเป็ดมาใช้เป็นแกนกลางของการออกแบบในรูปแบบ Duckizens (มนุษย์เป็ด) สื่อถึงนักเรียนไทยที่ถูกคาดหวังให้เก่งรอบด้านแต่ไม่มีทิศทางที่ชัดเจน และมองว่าช่วงเวลานี้คือระยะของการค้นหา ไม่ใช่ความล้มเหลว กระบวนการออกแบบจึงถูกพัฒนาออกมาเป็นระบบ 3 องค์ประกอบที่ทำงานร่วมกัน ได้แก่ การ์ด physical ในห้องเรียน 5 ประเภทที่จำลองสถานการณ์จริงในด้านอัตลักษณ์ การสำรวจ การตัดสินใจ เหตุการณ์ไม่คาดฝัน และการสะท้อนคิด ควบคู่กับ mobile application ที่บันทึกและแสดงผลกระบวนการคิดของนักเรียนไว้ตลอดเวลา และ structured semester journey ที่ออกแบบเป็นการเดินทาง 14 สัปดาห์ผ่านขั้นตอน draft refine และ become เพื่อให้นักเรียนค่อยๆ สร้างความเข้าใจตัวเองอย่างต่อเนื่อง ไม่ใช่เพียงครั้งเดียว โดยมีระบบ XP และรางวัลเป็นแรงจูงใจให้นักเรียนมีส่วนร่วมตลอดกระบวนการ","Draft Me มีความโดดเด่นในการสร้างมูลค่าใน 3 มิติอย่างเชื่อมโยงกัน ในด้านเศรษฐกิจ การที่นักเรียนสามารถค้นพบตัวตนและเลือกสาขาวิชาที่สอดคล้องกับความสนใจที่แท้จริงก่อนเข้ามหาวิทยาลัย ช่วยลดอัตราการลาออกกลางคัน การเปลี่ยนสาขา หรือการเรียนจนจบแล้วไม่ได้ทำงานในสายที่ตนเองถนัด ซึ่งล้วนเป็นการสูญเสียทรัพยากรทางการเงินและเวลาทั้งของนักเรียนและระบบการศึกษาโดยรวม นอกจากนี้แนวทาง hybrid ที่ผสานสื่อกายภาพกับแอปพลิเคชันยังเปิดโอกาสในการต่อยอดเชิงพาณิชย์ได้ทั้งในระดับโรงเรียนและองค์กรที่เกี่ยวข้องกับการพัฒนาเยาวชน 

ในด้านสังคม Draft Me ท้าทายวัฒนธรรมการตัดสินใจแบบเดิมที่ถูกครอบงำด้วยความคาดหวังของครอบครัวและค่านิยมด้านสถานะและชื่อเสียง โดยสร้างพื้นที่ปลอดภัยให้นักเรียนได้สำรวจตัวเองโดยไม่ถูกตัดสิน การออกแบบที่บูรณาการมุมมองของครอบครัวเข้ามาในกระบวนการโดยไม่ทำให้กลายเป็นความขัดแย้ง ยังช่วยสร้างการสื่อสารที่ดีขึ้นระหว่างนักเรียนและผู้ปกครอง อันนำไปสู่สุขภาวะทางจิตใจที่ดีขึ้นของเยาวชนในระยะยาว

ในด้านความยั่งยืน การออกแบบในรูปแบบ semester journey ที่ค่อยๆ สร้างทักษะการสะท้อนคิดและการตัดสินใจตลอด 14 สัปดาห์ ทำให้ผลลัพธ์ที่ได้ไม่ใช่แค่การเลือกสาขาวิชา แต่คือทักษะชีวิตที่นักเรียนจะนำติดตัวไปใช้ในการตัดสินใจครั้งสำคัญอื่นๆ ในอนาคต นับเป็นการลงทุนในทุนมนุษย์ที่มีผลกระทบระยะยาวต่อทั้งตัวบุคคลและสังคมไทยโดยรวม",https://drive.google.com/open?id=1DN6gFxa9H1mdqV7hMTUQgNM8gvqxPRmK,https://drive.google.com/file/d/1TVVb_VKx0roBYv4qfskPRxKNgSi19oLO/view?usp=drive_link,
1,Creative Inclusivity Award,10/1/2025,"จอยไลฟ์ แก่อย่างมีคุณค่า ชราอย่างมีคุณภาพ ขับเคลื่อนชาติด้วยเศรษฐกิจสูงวัย	

Joy Life Creative Silver Economy Ecosystem",บริษัท วีล ออฟ จอย จำกัด ผู้ให้บริการ Joy Ride ลูกรับจ้างหลานจำเป็น และ  JoyLife เช่าลุง เช่าแม่ เช่าป้า เช่าย่า เช่ายาย ร่วมกับ  UNFPA Thailand กองทุนประชากรแห่งสหประชาชาติ ประจำประเทศไทย  theCOMMONS ศาลาแดง  OLDK.online  Anster  Social Enterprise Thailand  Me Hug ร้านตามมี  Care Corner & More  Harmonize all your Wedding   Co-Hand PMCU,น.ส. ณัฐกาญจน์ เด่นวณิชชากร,https://www.facebook.com/JoyRideThailand  และ  https://www.facebook.com/JoyLifeJoyRide/,"1. สุขภาวะทางกาย (Physical Well-Being)
2. สุขภาวะทางจิตใจ (Mental Well-Being)
3. สุขภาวะทางสังคม (Social Well-Being)
4. สุขภาวะทางปัญญา (Intellectual Well-Being)","เริ่มต้นจากการทำงานใกล้ชิดกับผู้สูงวัยและครอบครัว ผ่านบริการ Joy Ride ทำให้พบว่า “ความต้องการที่แท้จริง” ของผู้สูงวัยไม่ได้มีเพียงเรื่องการเดินทางหรือการดูแล  หรืออยากอยู่ในภาวะพึ่งพิงเท่านั้น แต่ยังมี

ความต้องการมีรายได้ คุณค่าและบทบาทในสังคม
ความต้องการมีความสัมพันธ์และไม่รู้สึกโดดเดี่ยว  การต้องการใช้เวลากับคนหลายๆ ช่วงวัย ไม่ใช่ผู้สูงวัยที่รวมกลุ่มกันเอง ""แก่อยู่ส่วนแก่"" หรือ แก่แล้วต้องอยู่บ้าน(เลี้ยงหลาน) ไปโรงพยาบาล(หาหมอ) ไปวัด(ทำใจ) 

Insight สำคัญคือ “ผู้สูงวัยไม่ได้ต้องการการช่วยเหลือเพียงอย่างเดียว แต่ต้องการการมีส่วนร่วม” 

ผู้สูงวัยต้องแก่อย่างมีคุณค่า ชราอย่างมีคุณภาพ 

“ทำอย่างไรให้ผู้สูงวัยสามารถกลับมามีส่วนร่วมในสังคมได้อย่างมีศักดิ์ศรี”
ซึ่งเป็นการเปลี่ยนมุมมองจาก “การดูแล (care)” ไปสู่ “การมีส่วนร่วม (participation)” 

รวมทั้งให้ผู้ประกอบการ SME Start Up ได้ช่วยกัน ร่วมกันสร้าง Community และ Ecosystem นี้ เพื่อการดูแลกันอย่างยั่งยืนตามความถนัด ไม่ใช่เราจะทำเองได้ทุกอย่าง จึงออกแบบเป็น “Ecosystem” ที่เชื่อมโยงหลายมิติของชีวิตผู้สูงวัย ได้แก่

Economic Inclusion:
-พัฒนา Joy Life บริการลุงป้าให้เช่า ที่เปลี่ยนเวลาว่างของผู้สูงวัยและทักษะชีวิต ให้กลายเป็นรายได้
-Social Inclusion: ออกแบบกิจกรรม Silver Shining Social Meet Up ร่วมกับ UNFPA เพื่อเปิดพื้นที่พูดคุยเรื่องความเหงา ความสัมพันธ์ และการป้องกัน romance scam ในผู้สูงวัย ร่วมกับ Partner เช่น Commons ศาลาแดง Oldk.online รวมถึงบริษัท Wedding organizer  ที่มองเห็น Trend ของการแต่งงาน(ใหม่) ในกลุ่มของ Silver Gen 
-Community & Well-being: สร้าง Silver Run Club เป็น community ที่ส่งเสริมสุขภาพ ความสัมพันธ์ในครอบครัวให้เป็น Run club ที่คนทุกช่วงวัยมาออกกำลังร่วมกัน โดยมีผู้ประกอบการที่สนใจมาช่วยกันทำตามความถนัดผลัดเปลี่ยนหมุนเวียนการเป็น Host  ทั้ง Joy Ride oldk ตามมี MeHug Care Corner & More โดยมี PMCU - Property Management of Chulalongkorn University สนับสนุนสถานที่","ระบวนการคิดเชิงออกแบบที่มีผู้ใช้เป็นศูนย์กลาง (Human-Centered Design) ผสานกับการมองเชิงระบบ (Systems Thinking) เพื่อแก้ปัญหาสังคมสูงวัยอย่างรอบด้าน ไม่ใช่เพียงจุดใดจุดหนึ่งแต่ละองค์ประกอบเริ่มจากการทดลองในขนาดเล็ก (pilot) กับกลุ่มผู้ใช้งานจริง
มีการเก็บ feedback และปรับปรุง โดย ปรับรูปแบบบริการให้เหมาะกับผู้สูงวัยแต่ละกลุ่ม ออกแบบกิจกรรมให้สอดคล้องกับบริบททางสังคมและวัฒนธรรม และพัฒนาเนื้อหาให้เข้าถึงง่ายและสร้างการมีส่วนร่วมจริง โดย
1.เริ่มจากขนาดเล็กเป็น Pilot Event  คือวันที่ 1 ตุลาคม 2568 ซึ่งเป็นวันผู้สูงอายุสากล ก็ได้นำโมเดล ลุงป้าให้เช่ามาจัดเป็น Event เพื่อสร้างพื้่นที่ข่าว โดยมี theCOMMONS ศาลาแดงสนับสนุนพื้นที่เพื่อสร้างความรู้สึกให้ผู้สูงวัยกล้ามาที่นี่เพราะภาพลักษณ์จะดูเป็น community ของคนรุ่นใหม่ทำให้ที่ผ่านมามีปัญหาที่ผู้สูงอายุไม่กล้ามา


2. พัฒนาโมเดลเพื่อความยั่งยืน เนื่องจากงาน Event 1 ครั้งไม่สามารถสร้างการเปลี่ยนแปลงและการลดอคติเรื่องอายุได้ระยะยาวจึงได้ทำ Silver Run Club ครั้งแรกวันที่ 1 พย 2568 เพื่อให้ลูกหลานวัยทำงานพาพ่อแม่มาออกกำลังกายและทำกิจกรรมนอกบ้านร่วมกันอย่างน้อยเดือนละ 1 ครั้ง 


3. เมื่อ Event  แรก และการทำ Run Club  มี feedback ที่ดีจึงได้นำเสนอและสร้างความร่วมมือกับภาคส่วนต่าง ๆ คือ Silver Shining Social Meet up & Speed Date ก็ได้UNFPA และ Partner อื่นๆ ว่าสามารถมาทำกิจกรรมเพื่อสร้าง Engagement กับกลุ่มผู้สูงวัยที่เป็น Active Senior ได้ ทำให้การจัดงานมีภาคีเครือข่ายที่ใหญ่ขึ้น 


4. พัฒนาcommunity ที่สามารถเติบโตและขับเคลื่อนต่อได้ด้วยความร่วมมือหลายภาคส่วนทั้ง Silver Run Club ที่มีการจัดทุกเดือน และเพิ่มเติมคือการขยายไปยัง Corporate ที่มีความสนใจ และการพัฒนาEvent ร่วมกับ UNFPA สำหรับการจัดงานอีก 5 ครั้งในการนำเสียงจากประชาชนไปทำรายงานเพื่อส่งให้กับ Policy Maker  เช่นสภาพัฒน์ มันคือการทำงานร่วมกัน แม้จะต่างบทบาทและหน้าที่ 


กระบวนการทำงานนี้ไม่ได้เป็นเพียงการสร้างโครงการหรือกิจกรรมแยกส่วน แต่เป็นการออกแบบ “ระบบการมีส่วนร่วมของผู้สูงวัย” ที่เชื่อมโยงกับภาคเศรษฐกิจ สังคม และสุขภาวะเข้าด้วยกัน เพื่อเปลี่ยนบทบาทของผู้สูงวัยจาก “ผู้รับการดูแล” ให้กลายเป็น “ผู้มีคุณค่าและมีส่วนร่วมในสังคม”","สร้างผลกระทบเชิงบวกอย่างเป็นรูปธรรมใน 3 มิติหลัก ได้แก่ เศรษฐกิจ สังคม และความยั่งยืน โดยเกิดจากการออกแบบเป็นระบบ (ecosystem) ที่เชื่อมโยงการมีส่วนร่วมของผู้สูงวัยในหลากหลายมิติ ไม่ใช่เพียงโครงการหรือกิจกรรมแยกส่วน

1. มูลค่าทางเศรษฐกิจ (Economic Value)
ผลงานสามารถเปลี่ยน “ผู้สูงวัย” จากกลุ่มที่พึ่งพิง มาเป็น “ผู้สร้างมูลค่า” ในระบบเศรษฐกิจ ผ่านแพลตฟอร์ม Joy Life ที่เปิดโอกาสให้ผู้สูงวัยสร้างรายได้จากทรัพยากรที่มีอยู่คือเวลาที่มีมากและ ทักษะชีวิตก่อให้เกิด
รายได้เสริมและความมั่นคงทางการเงิน
การใช้ทรัพยากรที่ไม่ได้ใช้งาน (underutilized assets) ให้เกิดประโยชน์เพื่อเม็ดเงินหมุนกลับเข้ามาสู่ระบบเศรษกิจอีกครั้ง เป็นการสร้างรูปแบบเศรษฐกิจใหม่ในสังคมสูงวัย (silver economy)
2. มูลค่าทางสังคม (Social Value)
ผลงานช่วยลดความโดดเดี่ยวและเพิ่มการมีส่วนร่วมของผู้สูงวัยในสังคม ผ่านกิจกรรมและ community ที่ออกแบบอย่างตั้งใจ ได้แก่ Silver Shining Social Meet Up ร่วมกับ UNFPA
เปิดพื้นที่พูดคุยเรื่องความเหงา ความสัมพันธ์ และการป้องกันการถูกหลอกลวง (romance scam)
Silver Run Club ที่สร้าง community ที่เชื่อมโยงผู้คนต่างวัย ส่งเสริมความสัมพันธ์ สุขภาพ และการใช้ชีวิตอย่างมีเป้าหมาย ส่งผลให้
ผู้สูงวัยมีคุณค่าในตนเอง (self-worth) เพิ่มขึ้น ความสัมพันธ์ระหว่างคนต่างวัยดีขึ้น เป็น Intergeneration Solidarity ลด Ageism   สังคมมีความเข้าใจและยอมรับผู้สูงวัยมากขึ้น
3. ความยั่งยืน (Sustainability)
ความยั่งยืนของผลงานเกิดจากการออกแบบที่ไม่พึ่งพิงเพียงเงินสนับสนุน แต่สร้าง “ระบบที่ขับเคลื่อนด้วยตัวเอง” โดย มีโมเดลรายได้ (revenue-generating model) ผ่าน Joy Life ลุงป้าให้เช่า
สร้าง community ที่เติบโตและมี engagement อย่างต่อเนื่อง
เชื่อมโยงความร่วมมือกับภาคส่วนต่าง ๆ เพื่อขยายผลในระยะยาว
ทำให้สามารถขยายผล (scalable) และปรับใช้ได้ในบริบทอื่นของสังคมสูงวัย

**ความโดดเด่นของผลงาน (Key Differentiation)**
จุดเด่นสำคัญของผลงานนี้คือ การเปลี่ยนแนวคิดจาก
“การดูแลผู้สูงวัย (care)” → “การออกแบบการมีส่วนร่วม (participation)”
โดยไม่ได้มองผู้สูงวัยเป็นผู้รับความช่วยเหลือ แต่เป็น “ทรัพยากรที่มีศักยภาพ” ของสังคม
และนำไปสู่การสร้างระบบที่เชื่อมโยง
รายได้ (economic participation)
ความสัมพันธ์ (social connection)
สุขภาวะ (well-being)
เข้าด้วยกันอย่างเป็นองค์รวม",https://drive.google.com/file/d/1MkS5-PCpYsap58Ua_g3R8CPvrY_GAG2h/view?usp=drive_link,https://drive.google.com/file/d/1mY-UJ-piBnDeDi_Rfk1eSZsGNrMywmf0/view?usp=drive_link,
96,Creative Equality Award,1/1/2024,"นวัตกรรมสื่อออนไลน์ เวบไซต์ และแอปพลิเคชันเพื่อส่งเสริมการใช้ชีวิตผ่านการเดินทางสำหรับพิการและ คนทั้งมวล 

Wheel we go",บริษัท สุขบุญสร้าง วิสาหกิจเพื่อสังคม จำกัด,นายโสภณ ฉิมจินดา,https://wheel-we-go.com,สุขภาวะทางสังคม (Social Well-Being),"1. นำเสนอเรื่องราวเพื่อการเรียนรู้ร่วมกันของคนในสังคมในประเด็นคนพิการผ่านการเดินทาง
2. เปิดมุมมองใหม่ต่อเรื่องราวของการเดินทางที่เต็มไปด้วยแรงบันดาลใจ
3. เป็นสื่อกลางในการสร้างความรู้ ความเข้าใจ ในเรื่องราวของคนพิการและคนทั้งมวลต่อสังคม
4. ช่วยสร้างแรงบันดาลใจให้บุคคลทั่วไปทั้งคนพิการและไม่พิการ
5. กระตุ้นคนพิการให้ออกมาใช้ชีวิตอย่างมีความสุขผ่านการเดินทาง
6. เป็นแหล่งกลางข้อมูล ที่เกี่ยวข้องกับเรื่องราวของการเดินทางสำหรับคนพิการและคนทั่งมวล
8. เป็นเครื่องมือในการช่วยเหลือการเข้าถึงข้อมูลต่าง ๆ ในการเดินทางท่องเที่ยวสำหรับคนพิการ                       และ คนทั้งมวล
9. สร้างสังคมอย่างเท่าเทียม
","กระบวนการพัฒนาและออกแบบของ Wheelwego มุ่งเน้นการบูรณาการสื่อในทุกมิติ (Multidimensional Communication) และการออกแบบอารยสถาปัตย์ดิจิทัล (Digital Universal Design) ที่ยึดผู้ใช้งานทุกสภาพร่างกายเป็นศูนย์กลาง ผ่านแนวทางนวัตกรรมหลัก 3 ด้าน:

การจำลองพื้นที่เสมือนจริงเพื่อการตัดสินใจ (Spatial Visualization): ออกแบบระบบการแสดงผลข้อมูลสถานที่ท่องเที่ยว สิ่งอำนวยความสะดวก และเส้นทางคมนาคมในรูปแบบภาพนิ่งและวิดีโอ 360 องศา ช่วยให้ผู้พิการทางการเคลื่อนไหวหรือผู้ใช้รถเข็นสามารถเห็นสภาพแวดล้อมจริงและประเมินสิ่งกีดขวางได้ล่วงหน้าก่อนการเดินทาง

สถาปัตยกรรมข้อมูลเพื่อผู้พิการทางสายตา (Audio-Descriptive Design): พัฒนาระบบการสื่อสารและโครงสร้างดิจิทัลที่รองรับการใช้งานผ่านเสียงบรรยายบรรยากาศ (Voice Description) และข้อมูลพิกัด เพื่อสร้างการเข้าถึงเนื้อหาที่ไร้อุปสรรคสำหรับกลุ่มผู้พิการทางสายตา

ระบบนิเวศสื่อสังคมและการมีส่วนร่วม (Inclusive Media Ecosystem): ออกแบบสถาปัตยกรรมเว็บไซต์และแอปพลิเคชันให้ทำงานร่วมกับสื่อสังคมออนไลน์ (Facebook, YouTube, TikTok) ทำหน้าที่เป็นพื้นที่กลางให้ผู้พิการสามารถเข้ามาแลกเปลี่ยน แนะนำ และบอกเล่าประสบการณ์การเดินทางของตนเอง เปลี่ยนบทบาทของผู้พิการจากผู้รับสิทธิประโยชน์สู่การเป็นผู้ร่วมสร้างสรรค์ข้อมูล (Co-creator)","Wheelwego เราคือทุกคำตอบของการเดินทางสำหรับกลุ่มนักท่องเที่ยว tourism for all  ซึ่งคือโอกาศในภาคการท่องเที่ยว ในทุกระดับ สังคมไทยและโลกกำลังเข้าสู่สังคมผู้สูงวัน  Wheelwewgo เรามีความโดดเด่นในเรื่องของข้อมูลที่ครบถ้วน สมบูณ์ และมีความโดดเด่นเรื่องนวัตกรรม ของการเข้าถึงข้อมูลในทุกแพลตฟอร์ม และ ของทุกกลุ่มที่มีข้อจำกัดทางร่างกาย  เช่น
การนำเสนอข้อมูลในรูปแบบ 360 องศา  
การนำเสนอข้อมูลเสียงสำหรับผู้พิการทางสายตา  

ต่อการนำเสนอข้อมูล  ในเรื่องของการจัดสภาพแวดล้อม และสิ่งอำนวยความสะดวกสำหรับผู้พิการและผู้สูงอายุ ในสถานที่และบริการด้านการท่องเที่ยว  
สร้างมาตรฐานใหม่ให้ Tourism for All ด้วยฐานข้อมูลเชิงลึกที่ตอบโจทย์สังคมผู้สูงวัยอย่างสมบูรณ์แบบ

ผลกระทบต่อเศรษฐกิจ สังคม และความยั่งยืน

มิติเศรษฐกิจ เราเปิดประตูสู่โอกาสใหม่ในยุคสังคมผู้สูงวัย ช่วยให้ภาคการท่องเที่ยวไทยขยายฐานลูกค้าไปยังกลุ่มนักท่องเที่ยวที่มีความต้องการพิเศษ ซึ่งเป็นกลุ่มที่มีกำลังซื้อและต้องการข้อมูลที่แม่นยำในการตัดสินใจ

มิติสังคม นวัตกรรมของเราสร้างความเท่าเทียมด้วยการออกแบบข้อมูลที่ ""ทุกคนเข้าถึงได้"" (Accessibility) ไม่ว่าจะเป็นผู้ที่ใช้รถเข็นหรือผู้พิการทางสายตา ช่วยให้กลุ่มคนที่มีข้อจำกัดทางร่างกายสามารถพึ่งพาตนเองและออกเดินทางได้อย่างมั่นใจ

มิติความยั่งยืน Wheelwego ขับเคลื่อนการพัฒนาสภาพแวดล้อมและสิ่งอำนวยความสะดวก (Universal Design) ในแหล่งท่องเที่ยวอย่างเป็นระบบ เพื่อสร้างระบบนิเวศการท่องเที่ยวที่ยั่งยืนและพร้อมต้อนรับนักท่องเที่ยวจากทั่วโลกโดยไม่ทิ้งใครไว้ข้างหลัง

การให้ความสำคัญกับกลุ่ม Tourism for All คือการเชื่อมโยง ""ศักดิ์ศรีความเป็นมนุษย์"" เข้ากับ ""โอกาสทางธุรกิจ"" ซึ่งจะช่วยให้ประเทศไทยก้าวเป็นผู้นำในอุตสาหกรรมการท่องเที่ยวที่ยั่งยืนและเท่าเทียมในระดับสากลได้อย่างแท้จริงครับ 

",https://drive.google.com/open?id=1PuO4Rdcnz2hTADnu2-m3lyDQRqpjdto-,https://drive.google.com/file/d/1CyYp8bMxid8g3MDCSktOyiS5gi334oXA/view?usp=drive_link,
