NO.,Award, ผลงานจัดทำขึ้นในช่วงใด ,ชื่อผลงาน,เจ้าของผลงาน,ผู้ออกแบบผลงาน,Social media channels,พื้นที่ในการสร้างสรรค์ผลงาน,วัตถุประสงค์หรือกรอบความร่วมมือ,กระบวนการออกแบบ/แนวทางการสร้างสรรค์ผลงาน,ผลกระทบต่อเศรษฐกิจ สังคม และความยั่งยืน,ผลงาน,รูปภาพ,หมายเหตุ
1,Creative City Festival Award,1/14/2026,"“แจ่ม ฟิล์ม เฟส” เทศกาลภาพยนตร์เพื่อรณรงค์ลดปัญหาฝุ่น PM2.5 และไฟป่า        

JAM Film Fest: International Film Festival for PM2.5 and Wildfire Awareness",กรมส่งเสริมวัฒนธรรมและบริษัท พุทธเลิศศักดิ์ จำกัด,บริษัท พุทธเลิศศักดิ์ จำกัด โดย อมรวัฒน์ พุทธเลิศศักดิ์,https://www.facebook.com/search/top?q=%E0%B9%88jam%20film%20fest&locale=th_TH,พิพิธภัณฑ์ศิลปะร่วมสมัยเมืองเชียงราย อำเภอเมือง จังหวัดเชียงราย Chiangrai Contemporary Art Museum,เพื่อส่งเสริมให้ประชาชนเกิดความตระหนักรู้และมีส่วนร่วมในการแก้ไขปัญหาไฟป่าและสิ่งแวดล้อม ผ่านการจัดประกวดภาพยนตร์สั้น โดยผลงานที่ได้รับรางวัลจะถูกนำมาเผยแพร่สู่สาธารณะ ควบคู่กับการพัฒนาศักยภาพผู้ผลิตภาพยนตร์ให้สามารถสร้างสรรค์ผลงานที่มีคุณค่าต่อสังคม,"แนวความคิดในการออกแบบผลงานของโครงการ “แจ่ม ฟิล์ม เฟส” เริ่มต้นจากการตั้งคำถามต่อปัญหาสิ่งแวดล้อมที่ส่งผลกระทบต่อชีวิตประจำวันของประชาชน โดยเฉพาะปัญหาฝุ่น PM2.5 และไฟป่า ซึ่งไม่เพียงเป็นวิกฤตด้านสิ่งแวดล้อม แต่ยังสะท้อนถึงมิติทางสังคม เศรษฐกิจ และวิถีชีวิตของชุมชนในพื้นที่

กระบวนการออกแบบจึงมุ่งเน้นการใช้ “ภาพยนตร์สั้น” เป็นสื่อกลางในการสื่อสาร เนื่องจากเป็นรูปแบบที่เข้าถึงง่าย สร้างอารมณ์ร่วม และสามารถถ่ายทอดเรื่องราวที่ซับซ้อนได้อย่างทรงพลัง โดยเริ่มจากการศึกษาข้อมูลปัญหาในพื้นที่จริง การทำความเข้าใจบริบทของชุมชน และนำมาพัฒนาเป็นโจทย์ในการจัดประกวดภาพยนตร์ เพื่อเปิดโอกาสให้ผู้สร้างสรรค์ตีความและนำเสนอประเด็นสิ่งแวดล้อมผ่านมุมมองที่หลากหลาย

นอกจากการประกวดผลงานแล้ว โครงการยังออกแบบกระบวนการพัฒนาศักยภาพผู้ผลิตภาพยนตร์ (capacity building) ผ่านกิจกรรมเวิร์กช็อป การให้คำปรึกษาจากผู้เชี่ยวชาญ และการสร้างพื้นที่แลกเปลี่ยนเรียนรู้ เพื่อส่งเสริมให้เกิดการผลิตสื่อที่มีคุณภาพและมีความรับผิดชอบต่อสังคม

ในขั้นตอนการเผยแพร่ ผลงานภาพยนตร์ที่ได้รับการคัดเลือกจะถูกนำไปฉายในรูปแบบเทศกาลภาพยนตร์ ทั้งในโรงภาพยนตร์และพื้นที่สาธารณะ เช่น การฉายกลางแจ้งในชุมชน เพื่อให้เกิดการเข้าถึงในวงกว้าง และกระตุ้นให้เกิดบทสนทนา (public dialogue) เกี่ยวกับปัญหาสิ่งแวดล้อม

โดยภาพรวม กระบวนการออกแบบของโครงการนี้จึงเป็นการผสานระหว่าง “ศิลปะภาพยนตร์” กับ “การสื่อสารเพื่อสังคม” เพื่อสร้างความตระหนักรู้ กระตุ้นการมีส่วนร่วม และนำไปสู่การเปลี่ยนแปลงเชิงพฤติกรรมในระยะยาว","ผลงาน “แจ่ม ฟิล์ม เฟส” มีความโดดเด่นในการใช้สื่อภาพยนตร์เป็นเครื่องมือขับเคลื่อนผลกระทบเชิงบูรณาการ ทั้งด้านเศรษฐกิจ สังคม และความยั่งยืน โดยออกแบบให้เทศกาลภาพยนตร์ไม่ใช่เพียงพื้นที่ฉายผลงาน แต่เป็นกลไกในการสร้างคุณค่าให้กับชุมชนและอุตสาหกรรมสร้างสรรค์

ในด้านเศรษฐกิจ โครงการช่วยกระตุ้นเศรษฐกิจท้องถิ่นผ่านการจัดกิจกรรมเทศกาล การจ้างงานในพื้นที่ การใช้บริการของผู้ประกอบการท้องถิ่น รวมถึงการดึงดูดนักท่องเที่ยวและผู้เข้าร่วมงาน ซึ่งก่อให้เกิดการหมุนเวียนทางเศรษฐกิจ นอกจากนี้ยังเป็นการเปิดโอกาสให้ผู้ผลิตภาพยนตร์รุ่นใหม่ได้พัฒนาผลงานและต่อยอดสู่โอกาสในอุตสาหกรรมภาพยนตร์และสื่อสร้างสรรค์

ในด้านสังคม โครงการมุ่งสร้างความตระหนักรู้เกี่ยวกับปัญหาฝุ่น PM2.5 และไฟป่า ผ่านการเล่าเรื่องที่เข้าถึงง่ายและทรงพลัง ทำให้เกิดการเรียนรู้ การตั้งคำถาม และการมีส่วนร่วมของประชาชน โดยเฉพาะในระดับชุมชน อีกทั้งยังเป็นพื้นที่เปิดสำหรับเยาวชนและคนรุ่นใหม่ในการแสดงออกทางความคิดและสร้างสรรค์ผลงานที่สะท้อนประเด็นสาธารณะ

ในด้านความยั่งยืน โครงการเน้นการสร้างการเปลี่ยนแปลงเชิงพฤติกรรมในระยะยาว ผ่านกระบวนการสื่อสารและการมีส่วนร่วมอย่างต่อเนื่อง รวมถึงการพัฒนาศักยภาพของผู้ผลิตสื่อให้สามารถสร้างผลงานที่รับผิดชอบต่อสังคมและสิ่งแวดล้อม ซึ่งเป็นการวางรากฐานของระบบนิเวศสื่อสร้างสรรค์ที่ยั่งยืน

โดยสรุป ความโดดเด่นของผลงานอยู่ที่การผสาน “ศิลปะภาพยนตร์” เข้ากับ “การพัฒนาสังคม” เพื่อสร้างคุณค่าที่ต่อเนื่องและขยายผลได้ ทั้งในระดับชุมชนและระดับอุตสาหกรรม",https://drive.google.com/open?id=1E6_QUVAlEqzBXLNFcDz2mwrzQNo979Tb,https://drive.google.com/file/d/1qJpt7alM55M3vNjW1LC9p6mAHD3a7ySv/view?usp=drive_link,
2,Creative City Festival Award,1/17/2025,"เทศกาลภาพถ่ายพะเยา        
Phayao Photography Biennale","เทศบาลเมืองพะเยา, ARTCADE, PYE SPACE	",ปวินท์ ระมิงค์วงศ์,https://www.facebook.com/phayaophotobiennale,ตำบลเวียง อำเภอเมือง จังหวัดพะเยา ประเทศไทย,"1. เพื่อส่งเสริมศิลปะการถ่ายภาพในระดับท้องถิ่น และนานาชาติ: เพื่อสร้างพื้นที่ในการแสดงผลงาน และแลกเปลี่ยนความรู้ระหว่างช่างภาพ และศิลปินจากทั่วประเทศ เพิ่มศักยภาพ และแรงบันดาลใจให้กับเยาวชน และช่างภาพท้องถิ่น
2. เพื่อเผยแพร่ และส่งเสริมภาพลักษณ์ของจังหวัดพะเยา: เพื่อประชาสัมพันธ์ความงดงามทางธรรมชาติ วัฒนธรรม และประวัติศาสตร์ของพะเยาให้เป็นที่รู้จัก และดึงดูดความสนใจจากนักท่องเที่ยวทั้งใน และต่างประเทศ
3. เพื่อกระตุ้นการท่องเที่ยวเชิงวัฒนธรรม และเศรษฐกิจในท้องถิ่น: เพื่อเพิ่มรายได้ให้กับชุมชน และส่งเสริมการพัฒนาเศรษฐกิจอย่างยั่งยืนผ่านการท่องเที่ยวเชิงศิลปะ และวัฒนธรรม
4. เพื่อสนับสนุนการเรียนรู้ตลอดชีวิต (Lifelong Learning): เพื่อจัดกิจกรรมที่เปิดโอกาสให้ผู้เข้าร่วมได้พัฒนาทักษะการถ่ายภาพ และการเรียนรู้ด้านศิลปะภาพถ่าย การสร้างพื้นที่สำหรับการศึกษา และการแลกเปลี่ยนประสบการณ์ที่เสริมสร้างการเรียนรู้ในชุมชน
5. เพื่อยกระดับพะเยาให้เป็นเมืองสร้างสรรค์ (Creative City): เพื่อผลักดันให้จังหวัดพะเยาเป็นศูนย์กลางด้านศิลปะ วัฒนธรรม และการศึกษา รวมทั้งสร้างแรงบันดาลใจในการสร้างสรรค์ และพัฒนาศักยภาพของชุมชนในระยะยาว
6. เพื่อเชื่อมโยงประวัติศาสตร์ และศิลปะเข้ากับการพัฒนาเมือง: เพื่อใช้ศิลปะการถ่ายภาพเป็นสื่อในการสะท้อนความสำคัญของพะเยาในฐานะแหล่งเรียนรู้ทางประวัติศาสตร์ เช่น การค้นพบหลักศิลาจารึก เพื่อกระตุ้นให้คนในพื้นที่ และผู้มาเยือนได้ตระหนักถึงคุณค่า และการอนุรักษ์มรดกทางวัฒนธรรม
7. เพื่อสร้างเครือข่ายศิลปิน และนักวิชาการ: เพื่อเปิดโอกาสให้เกิดความร่วมมือระหว่างศิลปิน นักวิชาการ และองค์กรต่าง ๆ ในการสร้างสรรค์ และพัฒนากิจกรรมทางศิลปะและวัฒนธรรมในระดับภูมิภาค และระดับนานาชาติ""       ","1. กระบวนการออกแบบแนวความคิด (Conceptual Design Process)
แนวความคิดของเทศกาลนี้ไม่ได้ถูกออกแบบมาเพื่อเป็นเพียงงานนิทรรศการภาพถ่ายทั่วไป แต่เป็นการออกแบบ """"ระบบนิเวศแห่งการเรียนรู้และเมืองสร้างสรรค์"""" โดยมีขั้นตอนดังนี้:
1.1 การวิเคราะห์ต้นทุนทางวัฒนธรรมและธรรมชาติ (Context Analysis): ผู้ออกแบบใช้ความโดดเด่นของกว๊านพะเยา วิถีชีวิตชาติพันธุ์ และมรดกทางประวัติศาสตร์ (การค้นพบหลักศิลาจารึก) มาเป็นแกนหลักในการเล่าเรื่อง  
1.2 การเชื่อมโยงกับมาตรฐานสากล (Global Framework): นำแนวคิด """"เมืองแห่งการเรียนรู้"""" (Learning City) ของ UNESCO มาเป็นกรอบในการออกแบบกิจกรรม เพื่อผลักดันให้เกิดการเรียนรู้ตลอดชีวิต (Lifelong Learning) ผ่านศิลปะ  
1.3 การออกแบบแผนที่ทางศิลปะ (Art Mapping): คัดเลือกสถานที่ที่มีนัยสำคัญทางประวัติศาสตร์และวิถีชีวิต เช่น โรงภาพยนตร์เมืองทองรามา วัดศรีโคมคำ และตลาดอาเขต เพื่อเปลี่ยนพื้นที่เหล่านี้ให้เป็นพื้นที่ทางศิลปะที่เข้าถึงได้จริง  
2. กระบวนการดำเนินงานโดยละเอียด (Implementation Process)
กระบวนการทำงานถูกแบ่งออกเป็น 3 ระยะหลัก เพื่อให้เกิดประสิทธิภาพสูงสุด:
ระยะที่ 1: การวางรากฐานและเครือข่าย (พฤษภาคม - ธันวาคม 2567)
- การร่างโครงการและจัดสรรงบประมาณ: เริ่มต้นจากการกำหนดขอบเขตและจัดหางบประมาณสนับสนุนจากทั้งภาครัฐและเอกชน  
- การสร้างพันธมิตรเชิงกลยุทธ์ (Strategic Partnerships): ประสานงานกับ 8 องค์กรผู้เชี่ยวชาญด้านภาพถ่าย เช่น หอภาพถ่ายล้านนา, สมาคมถ่ายภาพแห่งประเทศไทยฯ, HOP, REAL FRAME, Street Photo Thailand เพื่อคัดสรรผลงานที่มีคุณภาพสูง  

ระยะที่ 2: การเปิดพื้นที่และกิจกรรมสร้างสรรค์ (17 มกราคม - 20 สิงหาคม 2568)
การจัดนิทรรศการแบบกระจายตัว (Decentralized Exhibition): จัดแสดงผลงานตามจุดต่างๆ เพื่อกระตุ้นให้เกิดการเดินทางท่องเที่ยวทั่วเมืองพะเยา เช่น:
- พาย สเปซ: แสดงผลงาน REAL FRAME  
- โรงภาพยนตร์เมืองทองรามา: แสดงผลงานศิลปิน Media Art  
- ARTCADE (ชั้น 2 ตลาดอาเขต): เป็นศูนย์กลางปฏิบัติการศิลปะและการออกแบบ และที่จัดแสดง PHOTO BOOK  
- อย่าเห็นแก่ตัวสถาน: แสดงผลงาน หอภาพถ่ายล้านนา 
กระบวนการถ่ายทอดความรู้ (Knowledge Transfer):
Workshop & Training: จัดอบรมเทคนิคการถ่ายภาพและการเล่าเรื่อง (Storytelling) สำหรับเยาวชนและผู้สนใจ  
Talks & Tours: จัดเสวนาโดยผู้เชี่ยวชาญเพื่อสะท้อนบทบาทของศิลปะในการพัฒนาเมือง  

ระยะที่ 3: การประเมินและต่อยอดความยั่งยืน (มีนาคม 2568)
สรุปผลและการวิเคราะห์: รวบรวมข้อมูลผลกระทบของเทศกาลเพื่อใช้เป็นแนวทางในการยกระดับพะเยาเข้าสู่การเป็น """"เมืองสร้างสรรค์"""" (Creative City) อย่างเต็มตัวในอนาคต

เทศกาลไม่ได้มุ่งเน้นเพียงความสวยงามของภาพถ่าย แต่เน้นที่ ""กระบวนการมีส่วนร่วม"" และ ""การใช้พื้นที่"" เพื่อสร้างการเปลี่ยนแปลงให้แก่เมืองพะเยาอย่างเป็นรูปธรรม     ","เทศกาลส่งผลกระทบเชิงบวกต่อมิติต่างๆ ดังนี้
1. การสร้างมูลค่าทางเศรษฐกิจ (Economic Value)
เทศกาลใช้ ""ต้นทุนทางวัฒนธรรม"" มาแปลงเป็นรายได้ผ่านกิจกรรมต่างๆ:
1.1 การท่องเที่ยวเชิงสร้างสรรค์: ดึงดูดนักท่องเที่ยวกลุ่มที่สนใจศิลปะและวัฒนธรรม ซึ่งมักเป็นกลุ่มที่มีกำลังซื้อสูง ให้เข้ามาในพื้นที่จังหวัดพะเยา
1.2 การกระจายรายได้สู่ชุมชน: การใช้พื้นที่สาธารณะ ร้านกาแฟ และตลาด (เช่น ตลาดอาเขตพะเยา) เป็นจุดจัดแสดง ช่วยกระตุ้นการจับจ่ายใช้สอยในธุรกิจท้องถิ่น
1.3 การสร้าง Brand Image ให้จังหวัด: ยกระดับพะเยาจากการเป็นเมืองผ่าน ให้เป็น """"จุดหมายปลายทางด้านศิลปะ"""" (Art Destination) ซึ่งเป็นการเพิ่มมูลค่าให้จังหวัดในระยะยาว
2. ผลกระทบทางสังคมและการเรียนรู้ (Social & Learning Impact)
ความโดดเด่นที่สุดคือการเป็นส่วนหนึ่งของ """"เมืองแห่งการเรียนรู้"""" (Learning City) ของ UNESCO:
2.1 การสร้างความภูมิใจในท้องถิ่น: การจัดแสดงภาพถ่ายที่เล่าเรื่องราวของพะเยา ช่วยให้คนในพื้นที่เห็นคุณค่าของประวัติศาสตร์และรากเหง้าของตนเอง
2.2 การแลกเปลี่ยนเรียนรู้ (Knowledge Exchange): เป็นพื้นที่กลางที่ให้ช่างภาพท้องถิ่นได้ทำงานร่วมกับช่างภาพระดับสากลและองค์กรวิชาชีพ 7 แห่ง เกิดการถ่ายทอดทักษะและเทคนิคใหม่ๆ
2.3 การพัฒนาเยาวชน: มีโปรแกรมที่ออกแบบมาเพื่อเด็กและเยาวชนโดยเฉพาะ เพื่อปลูกฝังความคิดสร้างสรรค์และการเรียนรู้ตลอดชีวิตผ่านศิลปะภาพถ่าย
3. ความยั่งยืนและการพัฒนาเมือง (Sustainability & Urban Development)
เทศกาลไม่ได้จัดขึ้นเพื่อจบไป แต่มีเป้าหมายเพื่อวางรากฐานการพัฒนาเมือง:
3.1 การคืนชีวิตให้พื้นที่เก่า (Urban Regeneration): การนำพื้นที่ที่เคยถูกทิ้งร้างหรือใช้งานน้อย เช่น โรงภาพยนตร์เมืองทองรามา หรือชั้น 2 ของตลาดอาเขต มาปรับใช้เป็นพื้นที่ศิลปะ (ARTCADE) เป็นแบบอย่างการพัฒนาเมืองอย่างสร้างสรรค์โดยไม่ต้องทำลายโครงสร้างเดิม
3.2 ความร่วมมือแบบพหุภาคี: การทำงานร่วมกันระหว่างมหาวิทยาลัยพะเยา เครือข่ายช่างภาพ และภาคเอกชน สร้างความเข้มแข็งให้เครือข่ายภาคประชาสังคม ซึ่งเป็นกุญแจสำคัญของความยั่งยืน
3.3 การประชาสัมพันธ์ทรัพยากรธรรมชาติ: การสื่อสารความงามของกว๊านพะเยาและสภาพแวดล้อมผ่านภาพถ่าย ช่วยกระตุ้นจิตสำนึกในการอนุรักษ์สิ่งแวดล้อมและทรัพยากรท้องถิ่นให้คงอยู่สืบไป

เทศกาลใช้ ""ภาพถ่าย"" เป็นสื่อกลางในการเชื่อมโยงคน พื้นที่ และโอกาสเข้าด้วยกัน เพื่อขับเคลื่อนพะเยาให้เติบโตอย่างสมดุลทั้งในด้านรายได้ คุณภาพชีวิตของคน และการรักษาอัตลักษณ์ท้องถิ่น",PHAYAO PHOTOGRAPHY BIENNALE 2025 no budget.pdf,https://drive.google.com/file/d/1emGpZG1dUkFVOvyn-KOrV8I5v9oG6NFE/view?usp=drive_link,
3,Creative City Festival Award,8/12/2024,"บัวตูม อาร์ตทอยอุบล 	

BUA TUM Art Toy UBON",นายชัชวาล ขันติคเชนชาติ,นายชัชวาล ขันติคเชนชาติ,,"1) ศูนย์สร้างสรรค์งานออกแบบ (TCDC) อาคารไปรษณีย์กลาง 1160 ถนนเจริญกรุง แขวงบางรัก เขตบางรัก กรุงเทพมหานคร 10500
2) สำนักงานวัฒนธรรมจังหวัดอุบลราชธานี ถนนสุรศักดิ์ ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 3400 
3) พิพิธภัณฑสถานแห่งชาติจังหวัดอุบลราชธานี 318 ถนน เขื่อนธานี อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000
4) มหาวิทยาลัยราชภัฏอุบลราชธานี เลขที่ 2 ถนนราชธานี ตำบลในเมือง อำเภอเมืองอุบลราชธานี จังหวัดอุบลราชธานี 34000
5) ศูนย์การเรียนรู้เทียนพรรษาศรีประดู่ เลขที่ 6 ถนนสรรพสิทธิ์ ตำบลในเมือง อำเภอเมือง จังหวัดอุบลราชธานี 34000
6) ศูนย์อนุรักษ์หัตถกรรมหล่อทองเหลืองบ้านปะอาว ตำบลปะอาว อำเภอเมือง จังหวัดอุบลราชธานี 34000
7) โครตอุบล ร้านจำหน่ายผลิตภัณฑ์ของฝากจังหวัดอุบลราชธานี  โรงแรมอุบลโฮเต็ล (9 ชั้น) จังหวัดอุบลราชธานี 34000
","1) เพื่อพัฒนาผลิตภัณฑ์จาก Art Toy ที่เป็นอัตลักษณ์วัฒนธรรมประเพณีของจังหวัดอุบลราชธานี
2) เพื่อทำนุบำรุงศิลปวัฒนธรรมและบริการวิชาการรับใช้ชุมชนท้องถิ่น
3) เพื่อเผยแพร่ สืบทอด ความเป็นเอกลักษณ์ที่โดดเด่นของภูมิภาคสู่นานาชาติ
4) เพื่อพัฒนาผลิตภัณฑ์จากต้นทุนทรัพยากรเดิมของท้องถิ่น สู่การสร้างรายได้เพิ่มให้ชุมชน
","แนวคิดในการออกแบบ (Character Design)
 	1) ใช้สัญลักษณ์ดอกบัวซึ่งเป็นเอกลักษณ์ประจำจังหวัดอุบลราชธานี
 	2) เทศการประเพณีแห่เทียนพรรษา ซึ่งเป็นอัตลักษณ์จุดเด่นของจังหวัดอุบลราชธานี
 	3) เด็กผู้หญิงที่ใส่ชุดไทยนุ่งผ้าไหมทอมือที่ขึ้นชื่อของจังหวัดอุบลราชธานีจาก “บ้านคำปุ่น”
 	4) ใช้บุคลิกลักษณะอารมณ์ของตัวละครเด็กผู้หญิงรูปร่างสมบูรณ์แทนความอุดมสมบูรณ์ของอาหารและแหล่งท่องเที่ยวของจังหวัดอุบลราชธานีที่มีจำนวนมาก
 	5) ตัวละครผมบ๊อบหน้าม้าสั้นเปิดสูง เปรียบเสมือนเอกลักษณ์ของเด็กผู้หญิงอีสาน (โบราณเรียกว่าผมทรงกะโป๋) โดยใช้โทรศัพท์มือถือเช็คอินยืนถ่ายภาพกับสถานที่ท่องเที่ยวที่มีเป็นจำนวนมาก ในจังหวัดอุบลราชธานีอย่างมีความสุข
","1) การรับใช้ท้องถิ่นและสังคมด้วยการเผยแผ่ในกิจกรรมที่ได้มีส่วนร่วมในทุกเทศการ โดยการสร้างอัตลักษณ์และเอกลักษณ์ที่เป็น Unique UBON ที่โดดเด่นนำไปสู่การเป็นชุมชนเศรษฐกิจสร้างสรรค์จังหวัดอุบลราชธานี
2) ต่อยอดและพัฒนาผลิตภัณฑ์ เพิ่มช่องทางสร้างรายได้ให้ชุมชนที่มีเอกลักษณ์ต้นทุนศิลปวัฒนธรรมของชุมชน ศูนย์การเรียนรู้เทียนพรรษาศรีประดู่ จังหวัดอุบลราชธานี
3) ต่อยอดและพัฒนาผลิตภัณฑ์ เพิ่มช่องทางรายได้ให้ชุมชนที่มีเอกลักษณ์ต้นทุนศิลปวัฒนธรรมของชุมชน ศูนย์อนุรักษ์หัตถกรรมหล่อทองเหลืองบ้านปะอาว จังหวัดอุบลราชธานี
",https://drive.google.com/file/d/1dLTbzOpUS0HOHQvcF5751dc-OojRghPm/view?usp=drive_link,https://drive.google.com/file/d/1MR979YGb9xtf9USaNumkCMp_GaYjRdfp/view?usp=drive_link,
4,Creative City Festival Award,11/22/2025,"เทศกาลแฟชั่นเด็กร่วมสมัย 	
She’s A Model Thailand",โรงเรียนสอนเต้นและศิลปะการแสดงกีรดิต,กีรดิต ผลาผล,https://www.facebook.com/p/Shes-A-Model-Thailand-100075449277703/,อำเภอเมือง จังหวัดร้อยเอ็ด,มุ่งเน้นการบ่มเพาะบุคลากรป้อนเข้าสู่อุตสาหกรรมแฟชั่นอย่างเป็นระบบตั้งแต่พื้นฐานจนถึงมืออาชีพ,การกระจายโอกาสสู่ภูมิภาคโครงการนี้ขับเคลื่อนและจัดขึ้นโดยมีฐานหรือแรงกระเพื่อมในต่างจังหวัดกระจายรายได้สู่องค์ความรู้ด้านสร้างสรรค์  โครงการ She’s A Model Thailand เป็นเทศกาลสร้างสรรค์ที่มุ่งเน้นการเปิดพื้นที่และโอกาสผ่านมิติ แฟชั่นร่วมสมัยจากผ้าไทยท้องถิ่น ผู้เข้าประกวดพรีเซนต์ผ้าไทยผ้าพื้นบ้าน มีการสร้างสรรค์ดีไซน์ใหม่ ๆ ผ่านดีไซเนอร์ท้องถิ่น โดยไม่ได้มองแฟชั่นเป็นเพียงเรื่องของเครื่องแต่งกาย แต่เป็นเครื่องมือในการสื่อสารอัตลักษณ์ วัฒนธรรมและศักยภาพของคนในพื้นที่ เทศการนี้ถูกออกแบบมาเพื่อทลายกรอบความคิดเดิม และส่งเสริมความหลากหลายพร้อมขับเคลื่อนเศรษฐกิจสร้างสรรค์ระดับรากหญ้า   เราเริ่มขึ้นในปี 2018 เป็นปีแรก  และต่อยอดจนได้รับความนิยม มีการปรับหลายบริบทจนเจอสิ่งที่เป็นคุณค่าเฉพาะตัว การจัดอยู่ในสถานที่ห้างสรรพสินค้า ฮอลล์ของโรงแรม และในปี 2026 เราได้มีพื้นที่ที่เป็นพื้นที่สร้างสรรค์ของเราเอง  จากโกดังเก่าสู่ระบบนิเวศน์ด้านแฟชั่น  สถานที่แสดงแฟชั่นและรวบรวมองค์ความรู้ ช่างภาพ ดีไซเนอร์ แบรนด์เสื้อผ้าท้องถิ่น เราตั้งใจให้เป็นฮับของภาคอีสานในการกระตุ้นเศรษฐกิจสร้างสรรค์ในหลายมิติพร้อมกัน ,สร้างเยาวชนให้มีองค์ความรู้ด้านแฟชั่น ช่วยโปรโมทแบรนด์ท้องถิ่น นอกจากการพัฒนาเยาวชนให้มีความมั่นใจภายนอกเรายังให้พื้นที่ปลอดภัยเพื่อพัฒนาศักยภาพภายในของเยาวชนในการใช้ความคิดสร้างสรรค์ให้คนรุ่นใหม่เป็นนวัตกรรมทางสังคมช่วยยกระดับคุณภาพชีวิตคนในสังคมได้ ทั้งยังเป็นโครงการที่เปลี่ยนศักยภาพเยาวชนในภูมิภาคสู่บุคลากรมืออาชีพในอุตสาหกรรม soft power แฟชั่นไทย  เรามีนางแบบอาชีพจากเวทีนี้มากมาย เราได้เห็นแฟชั่นใหม่ ๆ จากดีไซเนอร์ท้องถิ่น,https://drive.google.com/open?id=1MEJ7Ybfyo1ZlvRMw9gvGuwDzgqzItjnz,https://drive.google.com/file/d/1AHFUsl5EOt2WDIT_OTKFB3rtfqn_kPcZ/view?usp=drive_link,
